央视卫视（易视通）,#genre#
NewTV精品大剧,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=7882297361445410858&livemode=1&stbId=2&channel-id=ystenlive
NewTV精品纪录,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6298506997017621594&livemode=1&stbId=2&channel-id=ystenlive
NewTV超级电视剧,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000008139&livemode=1&stbId=2&channel-id=ystenlive
NewTV金牌综艺,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6399725674632152632&livemode=1&stbId=2&channel-id=ystenlive
NewTV精品体育,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6460382139625130259&livemode=1&stbId=2&channel-id=ystenlive
农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
欢笑剧场,http://112.25.48.68/live/program/live/hxjchd/4000000/mnf.m3u8
都市剧场,http://112.25.48.68/live/program/live/dsjchd/4000000/mnf.m3u8
徐州影视,http://stream1.huaihai.tv/wyys/playlist.m3u8
徐州新闻,http://183.207.248.11/PLTV/3/224/3221225945/index.m3u8
徐州新闻,http://183.207.249.15/PLTV/3/224/3221225945/index.m3u8
东方影视,http://112.25.48.68/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方影视,http://140.207.241.3:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
浙江影视,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
河北影视剧,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
广东影视,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1199
广州影视,http://aplay.gztv.com/sec/yingshi.m3u8
北京影视,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8
杭州影视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
安徽影视,http://zbbf2.ahtv.cn/live/756.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
江西影视,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8
江苏影视,http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
河北影视,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
陕西影视,http://111.20.33.93/PLTV/88888893/224/3221226360/index.m3u8
 西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
吉林影视,http://stream4.jlntv.cn/test4/sd/live.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
海西影视,http://stream.haixitv.cn/1/sd/live.m3u8

财经频道,#genre#
第一财经,http://112.25.48.68/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dycjhd/4000000/mnf.m3u8
点掌财经，http://221.233.242.239:280/live/71/playlist.m3u8
浙江经济，http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8

港台频道,#genre#
寰宇新闻,http://220.134.196.147:8547/http/116.50.42.18:8081/hls/78/80/ch52max.m3u8
壹电视新闻台,http://220.134.196.147:8548/http/116.50.42.18:8081/hls/66/808/ch24.m3u8
年代新闻台,http://220.134.196.147:8517/http/116.50.42.18:8081/hls/67/809/ch27.m3u8
民视新闻台,http://220.134.196.147:8542/http/116.50.42.18:8081/hls/73/815/ch51.m3u8
東森新聞台,http://220.134.196.147:8540/http/116.50.42.18:8081/hls/63/805/ch10.m3u8
TVBS HD台,http://220.134.196.147:8545/http/116.50.42.18:8081/hls/64/806/ch15.m3u8
中天新聞台,http://220.134.196.147:8541/http/116.50.42.18:8081/hls/78/80/ch63max.m3u8
三立新聞台,http://220.134.196.147:8543/http/116.50.42.18:8081/hls/65/807/ch18.m3u8
TVBS新聞台,http://220.134.196.147:8546/http/116.50.42.18:8081/hls/64/806/ch16.m3u8
東森財經台,http://220.134.196.147:8546/http/116.50.42.18:8081/hls/63/805/ch11.m3u8
NHK新聞台,http://220.134.196.147:8552/http/116.50.42.18:8081/hls/62/804/ch06.m3u8
TVBS新闻台,http://iptv.tvfix.org/hls/tvbsnews.m3u8

台视新闻台,http://p06.iptv2asia.com:18888/http/004
中视HD,http://p06.iptv2asia.com:18888/http/005
台视HD,http://p06.iptv2asia.com:18888/http/001
公视HD,http://p06.iptv2asia.com:18888/http/016
台视综合,http://p06.iptv2asia.com:18888/http/002
民视HD,http://p06.iptv2asia.com:18888/http/012
民视台湾台,http://p06.iptv2asia.com:18888/http/013
民视第一台,http://p06.iptv2asia.com:18888/http/014
中视新闻台,http://p06.iptv2asia.com:18888/http/006
华视CTS,http://p06.iptv2asia.com:18888/http/009
华视新闻,http://p06.iptv2asia.com:18888/http/010
民视新闻,http://p06.iptv2asia.com:18888/http/015
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/index.m3u8
TVB功夫(普通话),http://iptv.tvfix.org/hls/tvbkf2.m3u8
TVB星河(普通话),http://iptv.tvfix.org/hls/tvbxh2.m3u8
TVB经典台,http://iptv.tvfix.org/hls/tvbjd.m3u8
RTHK31,http://iptv.tvfix.org/hls/rthk31.m3u8
RTHK32,http://iptv.tvfix.org/hls/rthk32.m3u8
无线新闻台(第2声道),http://iptv.tvfix.org/hls/inews2.m3u8
TVB星河频道,http://iptv.tvfix.org/hls/tvbxh2.m3u8
TVB星河频道,http://v3948069e.live.126.net/live/muukvgei99262641/3.flv
香港开电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
香港开电视,http://iptv.tvfix.org/hls/opentv.m3u8
无线新闻台,http://iptv.tvfix.org/hls/inews.m3u8
无线新闻台,http://ai7499003.va1.aihost10.top/live/iptv_9.m3u8
无线财经·资讯台,http://ai7499003.va1.aihost10.top/live/iptv_10.m3u8
有线新闻台,http://ai7499003.va1.aihost10.top/live/iptv_23.m3u8
NOW新闻台,http://v3948069e.live.126.net/live/tghjBVUTYUIGTGTFTFTFRFVTVF/ggbox/index.flv
翡翠台,http://ai7499003.va1.aihost10.top/live/iptv_1.m3u8
开电视,http://ai7499003.va1.aihost10.top/live/iptv_7.m3u8
ViuTV,http://ai7499003.va1.aihost10.top/live/iptv_8.m3u8
J2,http://ai7499003.va1.aihost10.top/live/iptv_12.m3u8
明珠台,http://ai7499003.va1.aihost10.top/live/iptv_13.m3u8
NOW新闻台,http://ai7499003.va1.aihost10.top/live/iptv_16.m3u8
有线18台,http://ai7499003.va1.aihost10.top/live/iptv_25.m3u8
有线高清603台,http://ai7499003.va1.aihost10.top/live/iptv_26.m3u8
有线体育台,http://ai7499003.va1.aihost10.top/live/iptv_27.m3u8
有线财经资讯台,http://ai7499003.va1.aihost10.top/live/iptv_28.m3u8
动物星球,http://iptv.tvfix.org/hls/animal.m3u8
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
凤凰卫视,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=2
凤凰资讯台,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=3
凤凰香港台,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=4
香港卫视,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=6
TVB翡翠,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=1
TVB明珠,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=13
TVB J2,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=12
TVB星河,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=14
Now新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=16
ViuTV,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=8
耀才财经台,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=19
無線新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=9
無線財經,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=10
NOW財經,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=17
有線新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=24
有線財經,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=28
有线体育,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=27
有線電影,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=23
有線18台,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=25
有線603,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=26
開电视,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=7
星空卫视,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=18
澳门莲花,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=30
澳门卫视,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=31
RTHK31,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=20
RTHK32,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=21
美亞電影台,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=80
中視,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=82
華視,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=86
民視,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=84
台視,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=83
公視,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=85
壹新闻,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=58
TVBS,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=95
TVBS新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=54
TVBS精采,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=96
TVBS歡樂,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=97
寰宇新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=63
寰宇台灣,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=64
年代新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=61
非凡新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=62
中天新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=53
東森新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=55
三立新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=57
三立都会,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=49
三立台湾,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=51
东森超视,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=69
中視新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=60
民視新聞,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=59
民視台灣,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=99
民視第一,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=100
民視综艺,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=101
民視旅游,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=102
民視影剧,http://liuks.usa7.20212021.ga/iptv_tbs.php?id=103

港台P5,#genre#
中視新聞,p5p://fccs.123178.top:9906/615ceea900061b6e0c5469c546672e4d
中視精彩,p5p://fccs.123178.top:9906/615cef2b000a183f0c56669a25583e1d
中視經典台,p5p://fccs.123178.top:9906/615ceee60007b48e0c555876520737b3
華視 HD,p5p://fccs.123178.top:9906/615cf279000322040c634d822dea28e8
華視體育文化,p5p://fccs.123178.top:9906/615cf2bd000248ec0c6456eae60c58dc
華視資訊,p5p://fccs.123178.top:9906/615cf34d0005241b0c668a26a861e2c8
公視 HD,p5p://fccs.123178.top:9906/615cef60000555d20c57346a9856fc87
公視2HD,p5p://fccs.123178.top:9906/615cefb3000992f10c5879b8a9027fe8	
公視3HD,p5p://fccs.123178.top:9906/615cf07e0008bb700c5b9279f928a1c0
大愛電視2,p5p://fccs.123178.top:9906/60c5a836000cdeac10d361e80c6f7078
大愛電視台,p5p://fccs.123178.top:9906/6044917a0000fce101eb274c2044b550.ts
好消息,p5p://fccs.123178.top:9906/60b575c30003189a05772bc6fbb8fc4f
好消息2台,tvbus://3FQvdv1Sunc7AoGmbq1W3S43ymkyebtb5rWwxgnoVC3bn2B11X
台視綜合,p5p://fccs.123178.top:9906/615cf1d90008f3590c60ddff48ad15c3
客家電視,p5p://fccs.123178.top:9906/615cf0b3000ee57c0c5c631584311880
原民台,p5p://fccs.123178.top:9906/615cf0df00077fe20c5d0d102000e0a2
ETtoday综合 HD,p5p://fccs.123178.top:9906/6043494d000e362406c925d66b8448c9
壹新聞,p5p://fccs.123178.top:9906/61494a29000d70560d62917d35be0fae
壹電影HD,p5p://fccs.123178.top:9906/60434a87000b209606cdef9cee9a8dfe
壹電視綜合台,tvbus://3p3whpbQRZ9ATUezddN9tPF81BdQn5e4t8ebAFtvBQBXNfijAj
寰宇新聞台,p5p://fccs.123178.top:9906/60434bdc0009a41d06d32342bef082c3
寰宇新聞二台,p5p://fccs.123178.top:9906/60434c6b000d588a06d552cd4d7910ec
寰宇综合,p5p://fccs.123178.top:9906/60434cfa0008763606d78025a8321e46
年代新聞,p5p://fccs.123178.top:9906/618894540002fa6c0186e66d066b3e56
東森新聞,p5p://fccs.123178.top:9906/6173ae660001b6721788b6c6ac08380c
寰宇財經新聞新聞,p5p://fccs.123178.top:9906/60434e97000581d106ddccac446ea89d
中天新聞,p5p://fccs.123178.top:9906/6174fe8b000be03302ae798f40145c4c
民視新聞,p5p://fccs.123178.top:9906/61494a92000be20d0d642b3f9739874e
三立新聞,p5p://fccs.123178.top:9906/61494b62000a82d50d67576561464ccf
TVBS新聞,p5p://fccs.123178.top:9906/61494c2100042a180d6a3fdd3c19ba48
TVBS HD,p5p://fccs.123178.top:9906/61495191000f04ab0d7f8024a458a528
東森財經,p5p://fccs.123178.top:9906/61494d6b00007a520d6f47fbe773e0a5
非凡新聞,p5p://fccs.123178.top:9906/614991e2000e29550e7abc54c0c10ef6
三立財經,p5p://fccs.123178.top:9906/604496f8000b3b7b02009e1b5871dd53
中天綜合,p5p://fccs.123178.top:9906/61494cc7000ea4840d6ccafbef48fe11
中天娛樂台,p5p://fccs.123178.top:9906/61495250000bf9d20d82697552901d6f
中天亞洲,p5p://fccs.123178.top:9906/60449a27000cf419020d0e24d4fdafd9
東森超視,p5p://fccs.123178.top:9906/60449b4f000e1ebf021192b074519d04
TVBS 歡樂台,p5p://fccs.123178.top:9906/614942c70008d5e00d45b97fe1d761d3
年代MUCH,p5p://fccs.123178.top:9906/60449ce00006c4040217af361b6c5a1a	
東森綜合,p5p://fccs.123178.top:9906/60f6d48100093dde01e5183e2fe6721c
東森戲劇,p5p://fccs.123178.top:9906/60449e3500031323021ce24de00b3ef2
東森電影台,p5p://fccs.123178.top:9906/61494e4c000044800d72b6d5c1b77f5c
東森洋片台,p5p://fccs.123178.top:9906/60449f6d000c10680221a75af38e252f
靖天育樂,p5p://fccs.123178.top:9906/60469f430002fd3e09f100f732da02a0
靖天育樂,p5p://fccs.123178.top:9906/60c5a45d000a99f910c459ab1ccabbf3
緯來日本台,p5p://fccs.123178.top:9906/6044a02c000bf3c30224916a373cdb2c
緯來戲劇,p5p://fccs.123178.top:9906/6044a124000716e6022858ec2ddd7840
緯來育樂,p5p://fccs.123178.top:9906/6044a
寰宇新聞二台,p8p:// 45.92.126.18:9906/60434c6b000d588a06d552cd4d7910ec
壹電視新聞台,p8p:// 45.92.126.18:9906/6069902f0003db1b16fb1d83c7d47b04
年代新聞,p8p:// 45.92.126.18:9906/60434d73000091e406d956c8607013df
東森新聞,p8p:// 45.92.126.18:9906/60434e0b0003696e06dba942fc6b06e1
中天新聞,p8p:// 45.92.126.18:9906/60434f2a000d760506e00ced16ed4f4d
民視新聞,p8p:// 45.92.126.18:9906/604350c30004f22006e648675a9482b5
三立新聞,p8p:// 45.92.126.18:9906/604351bb000723c406ea11b7e2f757c8
TVBS新聞,p8p:// 45.92.126.18:9906/60435300000abe3e06ef082bf48727a4
台視新聞,p8p:// 45.92.126.18:9906/60448580000cd93c01bc61c5ce37b60a
中視新聞,p8p:// 45.92.126.18:9906/604487e700053cde01c5c22

港台P9,#genre#
民视新闻,p9p://45.88.148.170:19906/6001ba8400051d89f5b151a63fa96419
台视,p9p://45.88.148.170:19906/5ffaea6100046423db14b9fe4c4a1c31
华视,p9p://45.88.148.170:19906/5ffb07790008772bdb8660c937a13804
中视,p9p://45.88.148.170:19906/5ff86c9100019a06d15944cc7c802e4c
公视,p9p://45.88.148.170:19906/5ffb089d000414d8db8ad44478f713d2
TVBS新闻,p9p://45.88.148.170:19906/5fecaa99000949fba36c071f61a83a31
中天新闻,p9p://45.88.148.170:19906/5ff336500001e6d7bcfd56f95be85676
东森新闻,p9p://45.88.148.170:19906/5fe0a5f9000524d3747a6609112e6dea
三立i新闻,p9p://45.88.148.170:19906/5ff7032f00062bfacbd59f1e6b313fa7
民视新闻,p9p://45.88.148.170:19906/5fe95658000e158a966aea7710b61eba
台视新闻,p9p://45.88.148.170:19906/5fe0729b0001e43673b1be0464a26f64
年代新闻,p9p://45.88.148.170:19906/5fe09fec000ac0127462c4ac6b1f16a3
华视新闻,p9p://45.88.148.170:19906/5fe0a5b600092cca74796158723c3fec
壹新闻,p9p://45.88.148.170:19906/5fe0abd80002d2e97491548d696726c7
东森财经,p9p://45.88.148.170:19906/5fe0711f0002103873abf1b109521428
寰宇新闻,p9p://45.88.148.170:19906/5ff9f4e200051e9fd755c215549a4c96
寰宇新闻台湾,p9p://45.88.148.170:19906/5ff9f64b000874aad75b45196d2e0b2f
HBOHD,p9p://45.88.148.170:19906/5fe15710000b7a10772e29855ca02879

p8p备用,#genre#
鳳凰資訊台,p8p://45.92.126.18:9906/604354a700001c2706f579cae17a48f1
鳳凰中文台,p8p://45.92.126.18:19706/604355380000ff4606f7b06cbafec3a5
互動新聞台,p8p://45.92.126.18:19706/615adefa000969a80447270684f41d26
有線新聞,p8p://45.92.126.18:19706/60ed1721000502290f99063cfc1e9344
翡翠台,p8p://45.92.126.18:19706/615ae0360009eda6044bf987e8d620d7
TVB明珠,p8p://45.92.126.18:19706/615ae1300007f909044fc997428426ad
J2,p8p://45.92.126.18:19706/615ae0af000c0802044dd2b9392f9b13
J5,p8p://45.92.126.18:19706/615ae1a3000287eb0451896b0c3da395
TVB星河,p8p://45.92.126.18:19706/60463cd5000f308a087086672166e0af
有線財經台,p8p://45.92.126.18:19706/615cf3de000200420c68bfc0bce964e3
有線18台,p8p://45.92.126.18:19706/615cf3b20004e4390c68149d25db8dc8
有線603高清,p8p://45.92.126.18:19706/60ed1cd4000297a20faf48d5542663e4
有線電影台,p8p://45.92.126.18:19706/60693d0e000cf43215b666ef7701d76e
有線娛樂台,p8p://45.92.126.18:19706/615cf4490001e8c00c6a61b288746e22
Sports Plus1,p8p://45.92.126.18:19706/615cf47c000780400c6b2a5874b20000
私人影院,p8p://45.92.126.18:19706/612b76530005bddc0079e572c66e5249
VIU,p8p://45.92.126.18:19706/615ae21f000542fd04536e7d15caf57f
VIU SIX,p8p://45.92.126.18:19706/6159c5d9000848ff19fce09318840f2c
鳳凰香港,p8p://45.92.126.18:19706/604355eb000c9c6806fa6e9daf90ff12t
星空衛視,p8p://45.92.126.18:19706/60463ee9000522e20878a1f4688ea89f
星空衛視,p8p://45.92.126.18:19706/60eda96d000783c911d47fc0406d599e
衛視音樂,p8p://45.92.126.18:19706/6163e81300020e350da08bfaf7a3c756
澳門蓮花台,p8p://45.92.126.18:19706/613192f10005f0f11859aeaf78bfd050
寰宇新聞台,p8p://fccs.123178.top:9906/60434bdc0009a41d06d32342bef082c3
寰宇新聞台,p8p://45.92.126.18:19706/60434bdc0009a41d06d32342bef082c3
寰宇新聞二台,p8p://fccs.123178.top:9906/60434c6b000d588a06d552cd4d7910ec
寰宇新聞二台,p8p://45.92.126.18:19706/60434c6b000d588a06d552cd4d7910ec
寰宇综合,p8p://45.92.126.18:19706/60434cfa0008763606d78025a8321e46t
年代新聞,p8p://45.92.126.18:19706/618894540002fa6c0186e66d066b3e56
東森新聞,p8p://45.92.126.18:19706/6173ae660001b6721788b6c6ac08380c
寰宇財經新聞新聞,p8p://45.92.126.18:19706/60434e97000581d106ddccac446ea89d
中天新聞,p8p://fccs.123178.top:9906/6174fe8b000be03302ae798f40145c4c
中天新聞,p8p://45.92.126.18:19706/6174fe8b000be03302ae798f40145c4c
中視新聞,p8p://45.92.126.18:19706/615ceea900061b6e0c5469c546672e4d
民視新聞,p8p://45.92.126.18:19706/61494a92000be20d0d642b3f9739874e
三立新聞,p8p://45.92.126.18:19706/61494b62000a82d50d67576561464ccf
TVBS新聞,p8p://45.92.126.18:19706/61494c2100042a180d6a3fdd3c19ba48
TVBS HD,p8p://45.92.126.18:19706/61495191000f04ab0d7f8024a458a528
東森財經,p8p://45.92.126.18:19706/61494d6b00007a520d6f47fbe773e0a5
非凡新聞,p8p://45.92.126.18:19706/614991e2000e29550e7abc54c0c10ef6
壹新聞,p8p://45.92.126.18:19706/61494a29000d70560d62917d35be0fae
民視 HD,p8p://45.92.126.18:19706/615cefe0000b8a2b0c592a0127a8dd5a
民視台灣台,p8p://45.92.126.18:19706/615cf04900025ed10c5ac1d0409f9eae
民視第一台,p8p://45.92.126.18:19706/615cf01d000b41120c5a18366221dad4
台視 HD,p8p://45.92.126.18:19706/615cf10c0001987d0c5dbb55bf9bd6ed
台視綜合,p8p://45.92.126.18:19706/615cf1d90008f3590c60ddff48ad15c3
台視綜合1,p8p://45.92.126.18:9906/615cf1d90008f3590c60ddff48ad15c3
台視財經,p8p://45.92.126.18:19706/615cf1970005cb4c0c5fdb60d7e44abc
台視新聞,p8p://45.92.126.18:19706/615cf168000ad47e0c5f2512951989aa
中視 HD,p8p://45.92.126.18:19706/615cee84000470af0c53d8d0e6dede6c
中視精彩,p8p://45.92.126.18:19706/615cef2b000a183f0c56669a25583e1d
中視經典台,p8p://45.92.126.18:19706/615ceee60007b48e0c555876520737b3
華視 HD,p8p://45.92.126.18:19706/615cf279000322040c634d822dea28e8
華視體育文化,p8p://45.92.126.18:19706/615cf2bd000248ec0c6456eae60c58dc
華視資訊,p8p://45.92.126.18:19706/615cf34d0005241b0c668a26a861e2c8
公視 HD,p8p://45.92.126.18:19706/615cef60000555d20c57346a9856fc87
公視2HD,p8p://45.92.126.18:19706/615cefb3000992f10c5879b8a9027fe8t
公視3HD,p8p://45.92.126.18:19706/615cf07e0008bb700c5b9279f928a1c0
大愛電視2,p8p://45.92.126.18:19706/60c5a836000cdeac10d361e80c6f7078
大愛電視台,p8p://45.92.126.18:19706/6044917a0000fce101eb274c2044b550
好消息,p8p://45.92.126.18:19706/60b575c30003189a05772bc6fbb8fc4f
客家電視,p8p://45.92.126.18:19706/615cf0b3000ee57c0c5c631584311880
原民台,p8p://45.92.126.18:19706/615cf0df00077fe20c5d0d102000e0a2
ETtoday综合 HD,p8p://45.92.126.18:19706/6043494d000e362406c925d66b8448c9
壹電影HD,p8p://45.92.126.18:19706/60434a87000b209606cdef9cee9a8dfet
壹電視綜合台,p8p://45.92.126.18:19706/60434b3c000edb9206d0b39856f672fd
三立財經,p8p://45.92.126.18:19706/604496f8000b3b7b02009e1b5871dd53
中天綜合,p8p://45.92.126.18:19706/61494cc7000ea4840d6ccafbef48fe11
中天娛樂台,p8p://45.92.126.18:19706/61495250000bf9d20d82697552901d6f
中天亞洲,p8p://45.92.126.18:19706/60449a27000cf419020d0e24d4fdafd9t
東森超視,p8p://45.92.126.18:19706/60449b4f000e1ebf021192b074519d04
國家地理,p8p://45.92.126.18:19706/6043485f000c065106c583978afda437
國家地理人文,p8p://45.92.126.18:19706/6043ffe3000c6f3709925f52585be323
國家野生,p8p://45.92.126.18:19706/604401050005fe790996ca7b4ed24991
動物星球,p8p://45.92.126.18:19706/60440362000e75bc09a007eeaa0519c7
狼谷競技,p8p://45.92.126.18:19706/6045b7460004ba730666cd212d07958d
視納華仁紀實台,p8p://45.92.126.18:19706/61a39f8f000c8dac037da239539bebd9
影迷數位電影台,p8p://45.92.126.18:19706/61a3a50e000236dc039317acd57d46a4
影迷數位紀實台,p8p://45.92.126.18:19706/60494398000c2ccb1442ef592de01971
歷史頻道,p8p://45.92.126.18:19706/61a39ca40007837503723af7a7a9aeef
歷史頻道H2,p8p://45.92.126.18:19706/61a77490000a614c1275ad93036783a5
BBC Lifestyle,p8p://45.92.126.18:19706/614955d2000d41ca0d901d9987bbb53c
BBC Earth,p8p://45.92.126.18:19706/6044049e000eb7a609a4da5fcd30cc43
日本旅游频道,p8p://45.92.126.18:19706/619def07000c53ce07363500e3cb011d
EYE TV旅遊台,p8p://45.92.126.18:19706/60494553000b340f1449b191f22032d6
TLC旅遊台,p8p://45.92.126.18:19706/60440517000a918709a6b1f73be1eeb9
亞洲旅遊,p8p://45.92.126.18:19706/604405c80008412109a964c89ca82891afc
亞洲美食 HD,p8p://45.92.126.18:19706/6044065f0003bace09abb177a024828d
FOOD美食,p8p://45.92.126.18:19706/604407250006a38d09aeb7a6e70be747
HGTV 居家樂活頻道,p8p://45.92.126.18:19706/61a7728a00065970126dc51b5b5b1723
時尚瘋高清頻道,p8p://45.92.126.18:19706/61318fef00087c22184def86f768df3e
美食星球,p8p://45.92.126.18:19706/604945ed00053a5b144c099a65029d36
Medici-arts,p8p://45.92.126.18:19706/61a399d10003f610036731d6e65c66ea
Classica HD古典音樂,p8p://45.92.126.18:19706/604407b100073efe09b0daadbdc908b6
Mezzo Live,p8p://45.92.126.18:19706/6044084c000d934609b339c4b9e633ef
法國時裝,p8p://45.92.126.18:19706/6131917c000da76e1853ffa122f43950
MTV綜合,p8p://45.92.126.18:19706/604408e9000a103309b59e2621263caa
LUXE奢華頻道,p8p://45.92.126.18:19706/60689d7b000b57f61347104e33aa1e24
韓國娛樂台KMTV,p8p://45.92.126.18:19706/606bcab100003ef205c38d91720ec13
btvN,p8p://45.92.126.18:19706/60440983000c3b9b09b7f844459e12ab
MTV Live,p8p://45.92.126.18:19706/60440af600097aa009bda0c8f60b1caet
LOVE NATURE,p8p://45.92.126.18:19706/61a770eb000960dd126770c9578d8409
Lifetime,p8p://45.92.126.18:19706/60440d6800025fd909c72c46337e9f6b
FOX CRIME福斯警匪,p8p://45.92.126.18:19706/60440e1600029d1f09c9d406f98d5158
FOX 頻道,p8p://45.92.126.18:19706/60440eb10006690c09cc32777254e90a
FX-HD,p8p://45.92.126.18:19706/60440f3c000c153709ce52e28565fc29
Bein sports 1,p8p://45.92.126.18:19706/6165658200031117137285d54842b1b6
FOX優質電影台,p8p://45.92.126.18:19706/6173bd080007071617c1e0f237fbb6b4t
Bein sports 2,p8p://45.92.126.18:19706/615ce3e1000a9ab80c2a4dac8efd70b5
采昌影劇,p8p://45.92.126.18:19706/604411ec0004d59109d8d087e9645ce6
GAGLE EYE,p8p://45.92.126.18:19706/615ce4500007ece30c2bfe9463f0390e
thrill電影台,p8p://45.92.126.18:19706/604413240002c04b09dd92bffd4adc1b
KIX電影台,p8p://45.92.126.18:19706/6044145c000e8fb900026d95dbb7683a
罪案偵緝頻道,p8p://45.92.126.18:19706/604947cc00047a751453588132b90a12
華納Warner TV,p8p://45.92.126.18:19706/604414f400055b780004bcfa6ee82d22
