央视卫视（易视通）,#genre#
广东卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6604532991586541024&livemode=1&stbId=2&channel-id=ystenlive
广东卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000028357&livemode=1&stbId=2&channel-id=ystenlive
广东卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000014176&livemode=1&stbId=2&channel-id=ystenlive
东南卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000002000009263&livemode=1&stbId=2&channel-id=ystenlive
山东卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000012807&livemode=1&stbId=2&channel-id=ystenlive
江西卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000013731&livemode=1&stbId=2&channel-id=ystenlive
辽宁卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000002000024033&livemode=1&stbId=2&channel-id=ystenlive
湖北卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000010000022140&livemode=1&stbId=10&channel-id=bestzb
湖北卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000010355&livemode=1&stbId=2&channel-id=ystenlive
湖北卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000024621&livemode=1&stbId=2&channel-id=ystenlive
黑龙江卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=8467838254824392379&livemode=1&stbId=2&channel-id=ystenlive
黑龙江卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000009082&livemode=1&stbId=2&channel-id=ystenlive
黑龙江卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000001925&livemode=1&stbId=2&channel-id=ystenlive
海南卫视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000004000006211&livemode=1&stbId=10&channel-id=bestzb

央视卫视（百视通）,#genre#
CCTV1,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv1hd/4000000/mnf.m3u8
CCTV2,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv2/1300000/mnf.m3u8
CCTV3,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV4,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv4/1300000/mnf.m3u8
CCTV5,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5+,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv5phd/4000000/mnf.m3u8
CCTV6,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV7,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv7/1300000/mnf.m3u8
CCTV8,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV9,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv9hd/4000000/mnf.m3u8
CCTV10,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV11,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv11/1300000/mnf.m3u8
CCTV12,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctv12/1300000/mnf.m3u8
CCTV13,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctvxw/1300000/mnf.m3u8
CCTV14,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV14,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV15,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctvyy/1300000/mnf.m3u8
天津卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/tjwshd/4000000/mnf.m3u8
湖南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8
江苏卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
东南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dnwshd/4000000/mnf.m3u8
东方卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hddfws/4000000/mnf.m3u8
北京卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/bjwshd/4000000/mnf.m3u8
安徽卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ahwshd/4000000/mnf.m3u8
山东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/sdwshd/4000000/mnf.m3u8
广东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8
江西卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jxwshd/4000000/mnf.m3u8
深圳卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/szwshd/4000000/mnf.m3u8
湖北卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hbwshd/4000000/mnf.m3u8
湖南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8
厦门卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xmws/1300000/mnf.m3u8
吉林卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jlws/1300000/mnf.m3u8
四川卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/scws/1300000/mnf.m3u8
宁夏卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/nxws/1300000/mnf.m3u8
云南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ynws/1300000/mnf.m3u8
兵团卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/btws/1300000/mnf.m3u8
新疆卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xjws/1300000/mnf.m3u8
河北卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hbws/1300000/mnf.m3u8
河南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnws/1300000/mnf.m3u8
海南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/lyws/1300000/mnf.m3u8
甘肃卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gsws/1300000/mnf.m3u8
贵州卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gzws/1300000/mnf.m3u8
重庆卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cqws/1300000/mnf.m3u8
陕西卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/sxws/1300000/mnf.m3u8
青海卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/qhws/1300000/mnf.m3u8

央视卫视（117/183）,#genre#
CCTV-1,http://117.169.120.140:8080/live/cctv-1/.m3u8
CCTV-1,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV-2,http://117.169.120.140:8080/live/cctv-2/.m3u8
CCTV-3,http://117.169.120.140:8080/live/cctv-3/.m3u8
CCTV-4,http://117.169.120.140:8080/live/cctv-4/.m3u8
CCTV-5,http://117.148.179.142/PLTV/88888888/224/3221232440/index.m3u8
CCTV-5,http://117.148.179.154/PLTV/88888888/224/3221232203/index.m3u8
CCTV-5,http://117.148.179.139/PLTV/88888888/224/3221232422/index.m3u8
CCTV-5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV-5+,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV-6,http://117.169.120.140:8080/live/cctv-6/.m3u8
CCTV-7,http://117.169.120.140:8080/live/cctv-7/.m3u8
CCTV-8,http://117.169.120.140:8080/live/cctv-8/.m3u8
CCTV-9,http://117.169.120.140:8080/live/cctv-9/.m3u8
CCTV-10,http://117.169.120.140:8080/live/cctv-10/.m3u8
CCTV-13,http://117.169.120.140:8080/live/cctv-13/.m3u8
CCTV怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8
CCTV女式时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV网球高尔夫,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8
央视精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CCTV兵器科技,http://117.148.179.147/PLTV/88888888/224/3221231573/index.m3u8
教育1台HD,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
教育1台,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
教育2台,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8
教育3台,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
教育4台,http://112.15.230.48/PLTV/88888888/224/3221230334/index.m3u8
教育4台,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8
教育1台,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
教育1台,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
教育2台,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8
教育3台,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
天津卫视,http://117.169.120.140:8080/live/hdtianjinstv/.m3u8
山东卫视,http://117.169.120.140:8080/live/hdshandongstv/.m3u8
东南卫视,http://117.169.120.140:8080/live/dongnanstv/.m3u8
吉林卫视,http://117.169.120.140:8080/live/jilinstv/.m3u8
宁夏卫视,http://117.169.120.140:8080/live/ningxiastv/.m3u8
山西卫视,http://117.169.120.140:8080/live/shanxistv/.m3u8
江西卫视,http://117.169.120.140:8080/live/jiangxistv/.m3u8
深圳卫视,http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8
内蒙古,http://117.169.120.140:8080/live/neimenggustv/.m3u8

凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
北京卫视,http://183.207.249.7/PLTV/3/224/3221225574/index.m3u8
北京卫视,http://183.207.249.8/PLTV/3/224/3221225574/index.m3u8
东方卫视,http://183.207.249.7/PLTV/4/224/3221227396/index.m3u8
浙江卫视,http://183.207.249.34/PLTV/4/224/3221227393/index.m3u8
吉林卫视,http://183.207.249.7/PLTV/4/224/3221225883/index.m3u8
天津卫视,http://183.207.249.12/PLTV/4/224/3221225808/index.m3u8
江苏卫视,http://183.207.249.34/PLTV/4/224/3221227402/index.m3u8
深圳卫视,http://183.207.249.37/PLTV/4/224/3221227307/index.m3u8
湖南卫视,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
江西卫视,http://183.207.249.15/PLTV/4/224/3221225798/index.m3u8
新疆卫视,http://183.207.249.15/PLTV/3/224/3221225523/index.m3u8
江西卫视,http://183.207.249.11/PLTV/3/224/3221225536/index.m3u8
安徽卫视,http://183.207.249.5/PLTV/4/224/3221225800/index.m3u8
四川卫视,http://183.207.248.71/gitv/live1/SCWS/SCWS
安徽卫视,http://183.207.249.15/PLTV/3/224/3221225634/index.m3u8
海南卫视,http://183.207.248.11/PLTV/4/224/3221225810/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
云南卫视,https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8
吉林卫视,http://stream1.jlntv.cn/fzpd/sd/live.m3u8
河北卫视,http://hbpx.chinashadt.com:2036/live/px4.stream/playlist.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江经济,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8

央视卫视（IPTV）,#genre#
CCTV-1高清,http://iptv.tvfix.org/hls/cctv1hd.m3u8
CCTV-2,http://iptv.tvfix.org/hls/cctv2hd.m3u8
CCTV-3高清,http://iptv.tvfix.org/hls/cctv3hd.m3u8
CCTV-4高清,http://iptv.tvfix.org/hls/cctv4hd.m3u8
CCTV-5高清,http://iptv.tvfix.org/hls/cctv5hd.m3u8
CCTV-5+高清,http://iptv.tvfix.org/hls/cctv5phd.m3u8
CCTV-6高清,http://iptv.tvfix.org/hls/cctv6hd.m3u8
CCTV-7高清,http://iptv.tvfix.org/hls/cctv7hd.m3u8
CCTV-8高清,http://iptv.tvfix.org/hls/cctv8hd.m3u8
CCTV-9高清,http://iptv.tvfix.org/hls/cctv9hd.m3u8
CCTV-10高清,http://iptv.tvfix.org/hls/cctv10hd.m3u8
CCTV-11高清,http://iptv.tvfix.org/hls/cctv11hd.m3u8
CCTV-12高清,http://iptv.tvfix.org/hls/cctv12hd.m3u8
CCTV-16高清,http://iptv.tvfix.org/hls/cctv16hd.m3u8
CCTV-17高清,http://iptv.tvfix.org/hls/cctv17hd.m3u8
东方卫视高清,http://iptv.tvfix.org/hls/dfhd.m3u8
北京卫视,http://iptv.tvfix.org/hls/brtv1.m3u8
北京卫视高清,http://iptv.tvfix.org/hls/brtv1hd.m3u8
四川卫视高清,http://iptv.tvfix.org/hls/schd.m3u8
天津卫视高清,http://iptv.tvfix.org/hls/tjhd.m3u8
安徽卫视高清,http://iptv.tvfix.org/hls/ahhd.m3u8
山东卫视高清,http://iptv.tvfix.org/hls/sdhd.m3u8
广东卫视高清,http://iptv.tvfix.org/hls/gdhd.m3u8
广西卫视高清,http://iptv.tvfix.org/hls/gxhd.m3u8
江苏卫视高清,http://iptv.tvfix.org/hls/jshd.m3u8
江西卫视高清,http://iptv.tvfix.org/hls/jxhd.m3u8
河南卫视高清,http://iptv.tvfix.org/hls/hnhd.m3u8
浙江卫视高清,http://iptv.tvfix.org/hls/zjhd.m3u8
深圳卫视高清,http://iptv.tvfix.org/hls/szhd.m3u8
湖北卫视高清,http://iptv.tvfix.org/hls/hbhd.m3u8
重庆卫视高清,http://iptv.tvfix.org/hls/cqhd.m3u8
辽宁卫视,http://iptv.tvfix.org/hls/lnhd.m3u8
贵州卫视,http://iptv.tvfix.org/hls/gzhd.m3u8
湖南卫视高清,http://iptv.tvfix.org/hls/hunanhd.m3u8
江西卫视高清,http://iptv.tvfix.org/hls/jxhd.m3u8
东南卫视高清,http://iptv.tvfix.org/hls/dnhd.m3u8
海南卫视,http://iptv.tvfix.org/hls/lyhd.m3u8
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
北京青年高清,http://iptv.tvfix.org/hls/brtv8hd.m3u8
北京财经,http://iptv.tvfix.org/hls/brtv5.m3u8
北京财经高清,http://iptv.tvfix.org/hls/brtv5hd.m3u8
北京青年,http://iptv.tvfix.org/hls/brtv8.m3u8
北京新闻,http://iptv.tvfix.org/hls/brtv9.m3u8
北京新闻高清,http://iptv.tvfix.org/hls/brtv9hd.m3u8
北京生活,http://iptv.tvfix.org/hls/brtv7.m3u8
北京生活高清,http://iptv.tvfix.org/hls/brtv7hd.m3u8
北京科教,http://iptv.tvfix.org/hls/brtv3.m3u8
北京卫视高清,http://iptv.tvfix.org/hls/brtv1hd.m3u8
北京影视,http://iptv.tvfix.org/hls/brtv4.m3u8
北京影视高清,http://iptv.tvfix.org/hls/brtv4hd.m3u8
北京文艺,http://iptv.tvfix.org/hls/brtv2.m3u8
北京文艺高清,http://iptv.tvfix.org/hls/brtv2hd.m3u8
东方影视高清,http://iptv.tvfix.org/hls/shdfyshd.m3u8
美亚电影台(普通话),http://iptv.tvfix.org/hls/mydy2.m3u8

影视频道,#genre#
黑莓电竞,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000003775&livemode=1&stbId=2&channel-id=ystenlive
黑莓电竞,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000006906&livemode=1&stbId=2&channel-id=ystenlive
黑莓电竞,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5320946857686967621&livemode=1&stbId=2&channel-id=ystenlive
黑莓电影,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=8785669936177902664&livemode=1&stbId=2&channel-id=ystenlive
黑莓动画,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6497762188035533951&livemode=1&stbId=2&channel-id=ystenlive
上视ICS,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000010000030951&livemode=1&stbId=10&channel-id=bestzb
上视东方影视,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000010000032212&livemode=1&stbId=10&channel-id=bestzb
上视动漫秀场,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000002000023636&livemode=1&stbId=10&channel-id=bestzb
上视都市剧场,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000002000004412&livemode=1&stbId=10&channel-id=bestzb
上视第一财经,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000010000027146&livemode=1&stbId=10&channel-id=bestzb
上视纪实人文,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000010606&livemode=1&stbId=2&channel-id=ystenlive
上视纪实人文,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000016545&livemode=1&stbId=2&channel-id=ystenlive
上视五星体育,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5000000010000017540&livemode=1&stbId=10&channel-id=bestzb
北京冬奥纪实,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000001910&livemode=1&stbId=2&channel-id=ystenlive
NewTV明星大片,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000004000019008&livemode=1&stbId=2&channel-id=ystenlive
NewTV明星大片,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5595720619887440144&livemode=1&stbId=2&channel-id=ystenlive
NewTV超级体育,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000009204&livemode=1&stbId=2&channel-id=ystenlive
NewTV超级体育,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000009601&livemode=1&stbId=2&channel-id=ystenlive
NewTV超级电影,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000012884&livemode=1&stbId=2&channel-id=ystenlive
NewTV超级电影,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000004000002120&livemode=1&stbId=2&channel-id=ystenlive
NewTV超级综艺,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000025771&livemode=1&stbId=2&channel-id=ystenlive
NewTV超级综艺,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000004000023658&livemode=1&stbId=2&channel-id=ystenlive
NewTV魅力潇湘,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000006197&livemode=1&stbId=2&channel-id=ystenlive
NewTV中国功夫,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5897056882324761054&livemode=1&stbId=2&channel-id=ystenlive
NewTV军旅剧场,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=7485075951068666323&livemode=1&stbId=2&channel-id=ystenlive
NewTV军事评论,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=5822616274253344775&livemode=1&stbId=2&channel-id=ystenlive
NewTV农业致富,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6193684637634073625&livemode=1&stbId=2&channel-id=ystenlive
NewTV动作电影,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=8103864434730665389&livemode=1&stbId=2&channel-id=ystenlive
NewTV古装剧场,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6859053933687922163&livemode=1&stbId=2&channel-id=ystenlive
NewTV家庭剧场,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6316377948248689070&livemode=1&stbId=2&channel-id=ystenlive
NewTV怡伴健康,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=7820874641606664941&livemode=1&stbId=2&channel-id=ystenlive
NewTV惊悚悬疑,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=7151256057701199617&livemode=1&stbId=2&channel-id=ystenlive
NewTV武搏世界,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=bokesen&livemode=1&stbId=2&channel-id=ystenlive
NewTV海外剧场,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=7681593242002292003&livemode=1&stbId=2&channel-id=ystenlive
NewTV潮妈辣婆,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=6516734029835465177&livemode=1&stbId=2&channel-id=ystenlive
NewTV炫舞未来,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=1000000001000000515&livemode=1&stbId=2&channel-id=ystenlive
NewTV爱情喜剧,http://39.135.253.7/0000000000001001/1/index.m3u8?Contentid=8393829412396288037&livemode=1&stbId=2&channel-id=ystenlive
